mua,mus,g,Rcd,Tcd,Tc
0.5029,23.0007,0.7479,0.2649,0.2954,0.0004
0.5024,23.0012,0.7472,0.2648,0.2958,0.0004
0.4978,23.0058,0.7478,0.2658,0.297,0.0004
0.4986,23.005,0.7481,0.2657,0.2974,0.0004
0.5064,22.9972,0.7477,0.2646,0.294,0.0004
0.4974,23.0062,0.7476,0.2663,0.2968,0.0004
0.5033,23.0003,0.7476,0.2649,0.2952,0.0004
0.5031,23.0005,0.7478,0.2643,0.2957,0.0004
0.5059,22.9977,0.7475,0.2642,0.2946,0.0004
0.4975,23.0061,0.7479,0.2662,0.2973,0.0004
0.5051,22.9985,0.7479,0.264,0.2952,0.0004
